id,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,admin3code,admin4code,population,elevation,dem,timezone,modificationdate
3829916,1275665,Bīkaner,Bikaner,"BKB,Bikaner,Bîkâner,Bīkaner,Bīkāner,bikanera,Биканер,बीकानेर",28.01762,73.31495,P,PPL,IN,,24,101,,,576015,,229,Asia/Kolkata,2017-02-06
8922725,738377,Umraniye,Umraniye,,41.01643,29.12476,P,PPL,TR,,34,,,,573265,,136,Europe/Istanbul,2011-01-05
2500477,2934246,Düsseldorf,Duesseldorf,"DUS,Diseldorf,Diseldorfa,Disseldorf,Diuseldorfas,Djuseldorf,Djussel'dorf,Duesseldoerp,Duesseldorf,Duessldorf,Duseldorfo,Dusseldoerp,Dusseldorf,Dusseldorpium,Dusseldörp,Dyuseldorf,Dyzeldorfi,Dzjusel'dorf,Düsseldorf,Düsseldörp,Düssldorf,Ntiselntorph,Ntysselntorf,daseladorfa,de~yusserudorufu,diao su duo er fu,diuseldorpi,du sai er duo fu,dus se ld xrf,dwiseldoleupeu,dwsldwrf,dysldwrp,dyuseladorpha,tiyucaltorhpu,Ντίσελντορφ,Ντύσσελντορφ,Дзюсельдорф,Диселдорф,Дюселдорф,Дюссельдорф,Дүсселдорф,Դյուսելդորֆ,דיסלדורף,دوسلدورف,دوسلدۆرف,ڈسلڈورف,डसेलडॉर्फ़,ड्युसेलडॉर्फ,தியூசல்டோர்ஃபு,ഡൂസൽഡോർഫ്,ดึสเซลดอร์ฟ,ဒပ်ဆဲလ်ဒေါ့ဖ်မြို့,დიუსელდორფი,ዲውስልዶርፍ,デュッセルドルフ,杜塞尔多夫,調素多爾夫,뒤셀도르프",51.22172,6.77616,P,PPLA,DE,,07,051,05111,05111000,573057,,45,Europe/Berlin,2016-07-05
3418407,1650213,Banjarmasin,Banjarmasin,"BDJ,Bandgermasin,Bandjarmasin,Bandjermasin,Bandjermassin,Bandzharmasin,Banjarmasin,Banjermasin,Banyermasin,Банджармасин",-3.31987,114.59075,P,PPLA,ID,,12,,,,572837,,8,Asia/Makassar,2017-12-17
8393518,2711537,Göteborg,Goeteborg,"G'oteborg,GOT,Gautaborg,Geteborg,Geteborga,Geteborgas,Gjoteborg,Goeteborg,Goeteborq,Gorad Gjotehbarg,Goteborg,Goteburg,Gotemburgo,Gotenburg,Gothembourg,Gothenburg,Gothoburgum,Gotnburg,Gottenborg,Göteborg,Göteborq,Gøteborg,Gēteborga,Nketempornk,ge de bao,ghwtnbrgh,gtbwrg,jwtnbrj,kx then beirk,yeteboli,yohateborya,yotebori,ywtbry,Γκέτεμποργκ,Гетеборг,Горад Гётэбарг,Гьотеборг,Гётеборг,גטבורג,געטעבארג,جوتنبرج,غوتنبرغ,گووتھنبرگ,یوتبری,योहतेबोर्य,กอเทนเบิร์ก,გეტებორგი,ዬተቦርይ,ᐃᐅᑕᐳᕆ,ヨーテボリ,哥德堡,예테보리",57.70716,11.96679,P,PPLA,SE,,28,1480,,,572799,,10,Europe/Stockholm,2017-03-18
1450889,1529195,Shihezi,Shihezi,"SHF,Shih-ho-tzu,Shih-yen-tzu,Shihezi,Shihezi Xiang,Shikhedze,Shikhedzy,Shikhehczy,Shixenze,Xihənzə,seuheojeu,shi he zi,shi he zi shi,shi he zi xiang,Шихэцзы,Шихәнзә,شىخەنزە,شىخەنزە شەھرى,شىخەنزە شەھىرى,石河子,石河子乡,石河子市,스허즈",44.3023,86.03694,P,PPLA3,CN,,13,,,,572772,,467,Asia/Urumqi,2017-06-25
2230518,3688465,Bucaramanga,Bucaramanga,"BGA,Bucaramanga,Bukaramanga,Gorad Bukaramanga,bu ka la man jia,bukalamang-ga,bukaramanga,bwkaramanga,Букараманга,Букараманґа,Горад Букараманга,بوکارامانگا,ბუკარამანგა,ブカラマンガ,布卡拉曼加,부카라망가",7.12539,-73.1198,P,PPLA,CO,,26,68001,,,571820,,993,America/Bogota,2018-04-18
9998907,4951305,South Boston,South Boston,"Dorchester Heights,South Boston",42.33343,-71.04949,P,PPLX,US,,MA,025,07000,,571281,14,20,America/New_York,2017-05-23
6201923,1735634,Kuching,Kuching,"KCH,Kuching,Kucingas,Kučingas,gu jin,ku ching,kuchin,kuching,kucinga,kwchyng,kwtshyngh,qwzyng,Кучинг,קוצינג,كوتشينغ,کوچینگ,कुचिंग,กูชิง,クチン,古晉,쿠칭",1.55,110.33333,P,PPLA,MY,,11,,,,570407,,8,Asia/Kuching,2012-01-17
7748474,3088171,Poznań,Poznan,"Gorad Poznan',POZ,Po-tsu-nam,Posen,Posnania,Poznan,Poznan',Poznan' osh,Poznana,Poznane,Poznanj,Poznano,Poznany,Poznanė,Poznań,Poznańy,Poznaņa,Poznaň,Poznon,Pòznóń,Pô-tsṳ-nàm,Pоznan,bo zi nan,bwznan,phx snan,pocunan,pojeunan,pojhnana,pozunan,pwyzn,pwznan,pwznn,Πόζναν,Горад Познань,Познан,Познань,Познань ош,Познањ,Պոզնան,פוזנן,פויזן,بوزنان,پوزنان,پۆزنان,पोझ्नान,போசுனான்,พอซนาน,ཕྰོ་ཟོ་ནན།,პოზნანი,ポズナン,波茲南,포즈난",52.40692,16.92993,P,PPLA,PL,,86,3064,306401,,570352,,69,Europe/Warsaw,2014-01-23
5749810,3514783,Veracruz,Veracruz,"Chalchiuhcuehcan,Chalchiuhcuehcān,Heroica Veracruz,VER,Veracruz,Veracruz Llave,Veracruz i Veracruz,Verakrus,Verakrusas,Verakruz,belakeuluseu,berakrutha,berakurusu,verakurucu,wei la ke lu si,wer a kru s,wrakrws,Веракруз,Веракрус,وراکروس,बेराक्रुथ,வேராகுரூசு,เวรากรุซ,ვერაკრუსი,ベラクルス,韦拉克鲁斯,베라크루스",19.18095,-96.1429,P,PPLA2,MX,,30,193,,,568313,,15,America/Mexico_City,2018-04-06
2749462,2514256,Málaga,Malaga,"AGP,Gorad Malaga,Malaca,Malaga,Malagae,Malago,Malaqa,Màlaga,Málaga,ma la jia,malaga,malaja,malaka,malga,mallaga,malqt,maraga,mlqt,Μάλαγα,Горад Малага,Малагæ,Малага,Մալագա,מאלגה,מלאגה,مالاجا,مالاگا,مالقة,مالگا,ملقة,مەلەگا,मलागा,மாலாகா,มาลากา,მალაგა,マラガ,馬拉加,马拉加,말라가",36.72016,-4.42034,P,PPLA2,ES,,51,MA,29067,,568305,,22,Europe/Madrid,2011-06-16
1377975,2290956,Bouaké,Bouake,"BYK,Bouake,Bouaké,Buake,Bvake,Bvakė,Bwake,baw ke,bu wa kai,buake,bwaky,Буаке,بواكي,บัวเก,ბუაკე,ブアケ,布瓦凯,부아케",7.69385,-5.03031,P,PPLA,CI,,90,,,,567481,,339,Africa/Abidjan,2017-04-23
8312450,369004,Nyala,Nyala,"N'jala,Niala,Nijala,Niyala,Niyālā,Njala,Njalo,Nyala,Nyāla,UYL,ni ya la,nialla,nyala,nyalh,nyara,Ньяла,نيالا,نیاله,ニャラ,尼亚拉,니알라",12.04888,24.88069,P,PPLA,SD,,49,,,,565734,,661,Africa/Khartoum,2017-12-06
2740133,343300,Asmara,Asmara,"ASM,Asmar,Asmara,Asmaro,Asmehra,Asmera,Aszmara,Gorad Asmara,a si ma la,asamara,aseumala,asmara,asmera,asmrh,asmrt,asumara,yەsmەrە,Əsməra,Ασμάρα,Асмара,Асмэра,Асмєра,Горад Асмара,Ասմարա,אסמרה,أسمرة,ئەسمەرە,اسمارا,اسمره,अस्मारा,ਅਸਮਾਰਾ,அஸ்மாரா,അസ്മാറ,แอสมารา,ཨཱ་སི་མི་ར།,ასმერა,አስመራ,ኣስመራ,アスマラ,阿斯馬拉,아스마라",15.33805,38.93184,P,PPLC,ER,,05,,,,563930,,2334,Africa/Asmara,2013-01-11
6359205,2322911,Sokoto,Sokoto,"SKO,Socoto,Sokotas,Sokoto,Sokoto stad,Sókótó,sokoto,suo ke tuo,Сокото,სოკოტო,ソコト,索科托,소코토",13.06269,5.24322,P,PPLA,NG,,51,616,61604,,563861,,296,Africa/Lagos,2016-06-22
760116,3445831,Uberlândia,Uberlandia,"UDI,Uberlandia,Uberlandija,Uberlândia,ubeleullanjia,uberlandiya,uberuranjia,wu bei lan di ya,xu ber lang deiy,Уберландия,Уберландија,উবের্লান্ডিয়া,อูเบร์ลังเดีย,ウベルランジア,烏貝蘭迪亞,우베를란지아",-18.91861,-48.27722,P,PPL,BR,,15,3170206,,,563536,,867,America/Sao_Paulo,2015-08-15
6362295,2326016,Onitsha,Onitsha,"Onicha,Onitsha,Onịchạ,QNI,ao ni cha,onicha,Онитша,Онича,Оніча,オニチャ,奧尼查,오니차",6.14978,6.78569,P,PPLA2,NG,,25,4017,,,561066,,57,Africa/Lagos,2016-01-30
4896886,1863905,Honchō,Honcho,"Funabashi,Funabasi,Funabaŝi,Funabaşi,Furabeshi,Honcho,Honchō,Hunabasi,Hunabasi-chhi,Hunabasi-chhī,ben ding,chuan qiao,chuan qiao shi,fu naba chi,fwnabashy,fwnabashy  chyba,hunabasi si,Фунабаси,Фунабасі,Фунабаши,فوناباشي,فوناباشی، چیبا,ฟุนะบะชิ,本町,船橋,船橋市,후나바시 시",35.70129,139.98648,P,PPLX,JP,,04,1863903,,,560743,,11,Asia/Tokyo,2017-11-10
10500182,5454711,Albuquerque,Albuquerque,"ABQ,Al'bukerke,Albakrki,Albakerki,Albjukuehrokju,Albukerke,Albukerki,Albukerkė,Albukwer kwe,Albukwér kwé,Albuquerque,Alburquerque,Almpoukerki,Beeldil Daesenili *,Beeʼeldííl Dahsinil,Duke City,New Albuquerque,San Felipe de Neri,San Francisco Xavier,San Francisco de Albuquerque,The Duke City,Vokekyi Leuwi *,a bu kui ji,aelbeokeoki,alabakarki,alabukaraki,albakrky,albukark,albukarki,albukʼerkʼe,albwkrk  nyw myksykw,albwkrky,alpukerkki,arubakaki,Αλμπουκέρκη,Албакерки,Албакърки,Албукерки,Албюкуэрокю,Альбукерке,Ալբուկերկե,אלבקרקי,آلبوکرک، نیو میکسیکو,ألباكركي,البوکرکی,आल्बुकर्की,আলবাকার্কি,ਅਲਬੂਕਰਕੀ,ஆல்புகெர்க்கி,ಆಲ್ಬುಕರ್ಕ್,แอลบูเคอร์คี,ალბუკერკე,アルバカーキ,阿布奎基,앨버커키",35.08449,-106.65114,P,PPLA2,US,,NM,001,,,559121,1511,1513,America/Denver,2018-01-26
5046657,1877449,Hamhŭng,Hamhung,"Hamheung,Hamhung,Hamhungas,Hamhungo,Hamhŭng,Hienhing,Kanko,Kankō,hamheung,hamheungsi,xian xing shi,咸興市,함흥,함흥시",39.91833,127.53639,P,PPLA,KP,,03,,,,559056,,16,Asia/Pyongyang,2012-01-19
761680,3447399,Sorocaba,Sorocaba,"SOD,Sorocaba,Sorokaba,solokaba,sorokaba,suo luo ka ba,Сорокаба,সোরোকাবা,ソロカーバ,索羅卡巴,소로카바",-23.50167,-47.45806,P,PPLA2,BR,,27,3552205,,,558862,,602,America/Sao_Paulo,2012-03-10
2873931,658225,Helsinki,Helsinki,"Elsin'ki,Elsinki,Elzinki,Gel'sinki,Gorad Khel'sinki,HEL,Heilsinci,Heilsincí,Hel'sinki,Helsenkis,Helsingfors,Helsingi,Helsingia,Helsinki,Helsinkis,Helsinkium,Helsinko,Helsinky,Helsinqui,Helsinquia,Helsset,Helsínquia,Helsînkî,Helsėnkis,Hèlsinki,Khel'sinki,Khel'sinki osh,Khelsinki,Khelzinki,Lungsod ng Helsinki,Stadi,Xelsinki,Xélsinki,elcinki,hailasiki,he er xin ji,helasinki,helsingki,helsinki,herushinki,hlsnky,hlsnqy,hlsynky,hlsynqy,hylsynky,Èlzinki,Ħelsinki,Ελσίνκι,Гельсінкі,Горад Хельсінкі,Хелзинки,Хелсинки,Хельсинки,Хельсинки ош,Ҳелсинкӣ,Һel'sinki,Һельсинки,Հելսինկի,הלסינקי,העלסינקי,هلسنكي,هلسنڪي,هلسینکی,هيلسينكى,هیلسینکی,ھێلسینکی,ہلسنکی,ہیلسنکی,ܗܠܣܢܩܝ,हेलसिंकी,हेल्सिन्की,হেলসিঙ্কি,ਹੈਲਸਿੰਕੀ,எல்சிங்கி,ಹೆಲ್ಸಿಂಕಿ,ഹെൽസിങ്കി,เฮลซิงกิ,ཧེལ་སིན་ཀི།,ဟယ်လ်ဆင်ကီမြို့,ჰელსინკი,ሄልሲንኪ,Ḥélsinki,ヘルシンキ,赫尔辛基,赫爾辛基,헬싱키",60.16952,24.93545,P,PPLC,FI,,01,011,091,,558457,,26,Europe/Helsinki,2017-06-14
3807313,1252948,Warangal,Warangal,"Ekasila Nagaram,Orugallu,Varangal,Varangalas,WGC,Warangal,raarangala,varangal,varangal jilla,varangala,varangala-nagaram,varankal,wa lang jia er,walang-gal,warangala,warangaru,warangl,wrnjl,Варангал,وارانگل,ورنجل,वरंगल,वरङ्गल-नगरम्,वारंगल,वारंगळ,ৱারাঙ্গাল,વારંગલ,ୱାରଙ୍ଗଲ,வாரங்கல்,వరంగల్ జిల్లా,ವರಂಗಲ್,വാറങ്കൽ,ワランガル,瓦朗加尔,와랑갈",18.0,79.58333,P,PPL,IN,,40,540,,,557802,,258,Asia/Kolkata,2014-10-10
2294580,3536729,Santiago de Cuba,Santiago de Cuba,"Gorad Santjaga-deh-Kuba,Kubos Santjagas,SCU,Sant'jago-de-Kuba,Sant'jago-de-Kubae,Santiago,Santiago de Cuba,Santiago de Cúba,Santiago de Kubo,Santiago di Cuba,Santiago nte Kouva,Santijago de Kuba,Santjago de Kuba,santiagodekuba,santyaghw dy kwba,santyagw d kwba,sheng de ya ge-de gu ba,Σαντιάγο ντε Κούβα,Горад Сантяга-дэ-Куба,Сантијаго де Куба,Сантьяго-де-Кубæ,Сантьяго-де-Куба,Сантяго де Куба,סנטיאגו דה קובה,سانتياغو دي كوبا,سانتیاگو د کوبا,სანტიაგო-დე-კუბა,サンティアーゴ・デ・クーバ,圣地亚哥-德古巴,산티아고데쿠바",20.02083,-75.82667,P,PPLA,CU,,15,3406,,,555865,,46,America/Havana,2016-11-21
1545709,2034714,Siping,Siping,"OSQ,S-pching,Se-bing,Siping,Sipingjie,Ssupingkai,Su-peng-chhi,Supin,Sypin,Szeping,Szepingkai,Sé-bìng,Sìpíng,Sìpíngjiē,Sù-pêng-chhī,Tu Binh,Tứ Bình,si ping,si ping jie,si ping shi,spng  jyln,sseuping si,sypyng,Сипинг,Съпин,Сыпин,سپنگ، جیلن,سیپینگ,四平,四平市,四平街,쓰핑 시",43.16143,124.37785,P,PPL,CN,,05,,,,555609,,176,Asia/Shanghai,2013-12-14
4893839,1860827,Kagoshima,Kagoshima,"KOJ,Kagoshima,Kagoshima-shi,Kagoshimashi,Kagosima,Kagošima,gagosima si,kaghwshyma,kagoshima,kagoshimashi,lu er dao,lu er dao shi,lu r dao shi,Кагошима,كاغوشيما,かごしま,かごしまし,カゴシマ,カゴシマシ,鹿儿岛市,鹿児島,鹿児島市,가고시마 시",31.56667,130.55,P,PPLA,JP,,18,1860823,,,555352,,6,Asia/Tokyo,2017-04-09
3394306,1625812,Surakarta,Surakarta,"Gorad Surakarta,Kota Surakarta,Kutha Surakarta,SOC,Soerakarta,Solo,Sourakarta,Surakarta,Surakarte,sulakaleuta,suo luo,suo luo shi,surakarta,surakaruta,swrakarta,Σουρακάρτα,Горад Суракарта,Суракарта,Суракарте,سوراكارتا,سوراکارتا,सुरकर्ता,სურაკარტა,スラカルタ,梭罗市,索罗,수라카르타",-7.55611,110.83167,P,PPL,ID,,07,,,,555308,,100,Asia/Jakarta,2013-05-11
1476890,1797873,Huai'an,Huai'an,"Ch'ing-chiang,Ch'ing-chiang-p'u,Ch'ing-chiang-shih,Ch’ing-chiang,Ch’ing-chiang-p’u,Ch’ing-chiang-shih,HIA,Huai'an,Huai-yin,Huai-yin-ch'eng,Huai-yin-ch’eng,Huai-yin-hsien,Huai-yin-shih,Huaiyin,Hwaiyin,Hwaiyin-hsien,Qingjiang,Tsingkiangpo,Tsinkiangpu",33.58861,119.01917,P,PPL,CN,,04,,,,555230,,14,Asia/Shanghai,2013-04-12
3830283,1276032,Bhavnagar,Bhavnagar,"BHU,Baunagar,Bharnagar,Bhaunagar,Bhavnagar,Bhunagar,Bhāvnagar,Bkhavnagarom,ba fu na jia er,babeunagaleu,bavunagaru,bawngr,bhavanagara,bhav‌nagar,bھawngr,pavanakar,Бхавнагаром,باونگر,بھاونگر,भावनगर,ભાવનગર,பவநகர்,భావ్‌నగర్,バーヴナガル,巴夫那加尔,바브나가르",21.76287,72.15331,P,PPL,IN,,09,481,,,554978,,24,Asia/Kolkata,2016-10-04
197766,3430863,Mar del Plata,Mar del Plata,"Gorad Mar-dehl'-Plata,MDQ,Mar Del Plat,Mar de Plata,Mar del Plata,Mar ntel Plata,Mar-del'-Plata,Mar-del'-Platae,Mar-del-Plata,Mar-del-plata,ma de pu la ta,maleudelpeullata,mar del pla ta,mar dl plata,mara dela plata,maryh dyl blata,Μαρ ντελ Πλάτα,Горад Мар-дэль-Плата,Мар дел Плата,Мар-дель-Платæ,Мар-дель-Плата,Մար-դել-Պլատա,מאר דל פלאטה,مار دل پلاتا,ماريه ديل بلاتا,মার ডেল প্লাটা,มาร์เดลปลาตา,მარ-დელ-პლატა,マル・デル・プラタ,马德普拉塔,마르델플라타",-38.00228,-57.55754,P,PPLA2,AR,,01,06357,,,553935,,15,America/Argentina/Buenos_Aires,2016-01-30
7519125,1183880,Bahawalpur,Bahawalpur,"BHV,Bahawalpur,Bakhavalpura,Бахавалпура",29.39779,71.6752,P,PPLA2,PK,,04,,,,552607,,121,Asia/Karachi,2017-11-07
4589252,1159301,Zahedan,Zahedan,"Dowzdab,Dowzdāb,Duzdab,Duzdap,Duzdāb,Duzdāp,Gorad Zakhedan,ZAH,Zahedan,Zahedan-e (Yek),Zahedanas,Zahedano,Zahedán,Zahidan,Zaidan,Zaidān,Zakhedan,Záhedán,Zāhedān,Zāhedān-e (Yek),cakitan,jahedan,jahedana,zahdan,zahedan,zahedana,zahedani,zha hei dan,Горад Захедан,Захедан,Зоҳидон,Զահեդան,زاهدان,زاہدان,ज़ाहेदान,জহেদন,சாகிதன்,ზაჰედანი,ザーヘダーン,扎黑丹,자헤단",29.4963,60.8629,P,PPLA,IR,,04,,,,551980,,1380,Asia/Tehran,2014-08-19
11522208,415189,Aden,Aden,"ADE,Adan,Adem,Aden,Aden khot,Aden shaary,Adena,Adenas,Adeno,Adén,Aidin,Anten,Cadan,Gorad Adehn,`Adan,adana,aden,edana,xeden,ya ding,Áden,Áidin,Ədən,Ɛaden,Άντεν,Аден,Аден хот,Аден шаары,Горад Адэн,Ադեն,עדן,عدن,अदन,एडन,เอเดน,အေဒင်မြို့,‘Adan,アデン,亚丁,亞丁,아덴",12.77944,45.03667,P,PPLA,YE,,02,2407,,,550602,,16,Asia/Aden,2012-01-19
3816302,1261977,Nanded,Nanded,"NDC,Nandair,Nanded,Nander,Nānded,Nānder,nadera,nan dai de,nan ded,nan theth,nandd,nandeda,nandedeu,nandedo,nandera,nandyd,nantet,nantetu,nndyd,Нандед,Нандер,ناندد,ناندید,ناندیڑ,ننديد,नांदेड,नांदेड़,नान्देड,ਨੰਦੇੜ,நாந்தேடு,நான்தேட்,นันเดด,นันเทฑ,ナーンデード,楠代德,난데드",19.16023,77.31497,P,PPL,IN,,16,511,1261978,,550564,,363,Asia/Kolkata,2014-10-13
7952819,515003,Orenburg,Orenburg,"Arenpur,Chkalov,Gorad Arehnburg,Oremburgo,Orenbourg,Orenburg,Orenburg osh,Orenburga,Orenburgas,Orenburgo,Orenburgum,Orenburq,Orynbor,REN,Tschkalow,ao lun bao,awrnbrg,awrnbrgh,awrnbwrg,awrynbwrgh,olenbuleukeu,orenabarga,orenburgi,orenburuku,xo re nburk,yrymbur,yrynbur,Ăренпур,Горад Арэнбург,Оренбург,Оренбург ош,Орынбор,Чкалов,Ырымбур,Ырынбур,Օրենբուրգ,אורנבורג,أورنبرغ,أورينبورغ,اورنبرگ,اورنبورگ,ओरेनबर्ग,โอเรนบุร์ก,ორენბურგი,オレンブルク,奥伦堡,오렌부르크",51.7727,55.0988,P,PPLA,RU,,55,,,,550204,,107,Asia/Yekaterinburg,2012-01-17
5089921,1846326,Changwon,Changwon,"Cangvonas,Cchangwon,Ch'angwon,Ch'angwŏn,Changuon,Changwon,Chanvon,Chkhanvon,Ch’angwŏn,Cshangvon,Sangwon,Shogen,Shōgen,chang yuan,chang yuan shi,chang-wonsi,changwn,changwwn,tshanghwwn,zngwwn,Čangvonas,Čchangwon,Чанвон,Чангуон,Чханвон,צנגוון,تشانغوون,چانگون,چانگوون,چانگ‌وون,昌原,昌原市,창원시",35.22806,128.68111,P,PPLA,KR,,20,,,,550000,,27,Asia/Seoul,2012-02-28
11501261,786714,Pristina,Pristina,"Gorad Pryshcina,PRN,Prestena,Prishhina,Prishtina,Prishtinae,Prishtine,Prishtinë,Prisjtina,Pristin,Pristina,Pristine,Pristino,Pristína,Prisztina,Prixtina,Priŝtino,Priştina,Priştine,Prištin,Priština,Priștina,Prìstina,Prėštėna,bryshtyna,peulisyutina,phrich ti na,piristina,prisatina,pristina,pryshtyna,prystynh,prysٹyna,pu li shen di na,purishutina,Πρίστινα,Горад Прышціна,Приштинæ,Приштина,Прищина,Պրիշտինա,פרישטינה,بريشتينا,پریسٹینا,پریشتینا,प्रिस्टिना,ਪ੍ਰਿਸ਼ਤੀਨਾ,பிரிஸ்டினா,พริชตีนา,པི་རི་སི་ཊི་ན།,პრიშტინა,プリシュティナ,普里什蒂納,普里什蒂纳,프리슈티나",42.67272,21.16688,P,PPLC,XK,,10097360,20,,,550000,,597,Europe/Belgrade,2018-05-07
1547570,2036581,Jiamusi,Jiamusi,"Ch'a-mu-ssu,Chia-mu-ssu,Chia-mu-ssu-shih,Chieh-mu-ssu,Ch’a-mu-ssu,Czjamusy,Dziamusi,Ga-muk-su,Giai Moc Tu,Giai Mộc Tư,Gjamusi,Gă-mŭk-sṳ̆,Hua-ch'uan-hsien,Hua-chuan,Hua-ch’uan-hsien,Hwachwan,JMU,Jiamusi,Jiamusi Shi,Ka-bok-su-chhi,Ka-bo̍k-su-chhī,Kiamusas,Kiamusze,Tia-mu-s',jamusseu si,jamusu,jamusu shi,jia mu si,jia mu si shi,jyamwsy,Ťia-mu-s’,Ђамуси,Цзямусы,جيامۇسى شەھىرى,جیاموسی,ジャムス,ジャムス市,佳木斯,佳木斯市,자무쓰 시",46.79927,130.31633,P,PPLA2,CN,,08,,,,549549,,81,Asia/Shanghai,2017-07-21
7457081,1730501,Antipolo,Antipolo,,14.62578,121.12251,P,PPLA2,PH,,40,53,045802000,,549543,,23,Asia/Manila,2017-12-13
1478496,1799491,Neijiang,Neijiang,"Lai-kang-chhi,Lāi-kang-chhī,Nehjczjan,Nei-chiang,Nei-chiang-hsien,Nei-chiang-shih,Neijiang,Neikiang,Neikianghsien,Nej-tiang,Nej-ťiang,Nejgjan,Nejĝjan,Noi Giang,Noi-geng,Nui-kong-su,Nui-kông-sṳ,Nô̤i-gĕ̤ng,Nội Giang,nayjyang,nei jiang,nei jiang shi,neijang si,Нејђанг,Нэйцзян,نائجیانگ,نایجیانگ,內江,内江,内江市,네이장 시",29.58354,105.06216,P,PPLA3,CN,,32,,,,546854,,349,Asia/Shanghai,2012-01-18
2510568,2944388,Bremen,Bremen,"BRE,Brehmehn,Brema,Breme,Bremen,Bremen hiria,Bremenas,Bremene,Bremeni,Bremeno,Bremy,Brèma,Bréma,Brémy,Brémén,Brême,Brēmene,Brėmenas,Byen Bremen,Gorad Brehmen,ber mein,beulemen,bremena,bremeni,brmn,brymn,bu lai mei,buremen,mdynt brymn,Βρέμη,Бремен,Брэмэн,Горад Брэмен,Բրեմեն,ברמן,برمن,بريمن,مدينة بريمن,ब्रेमेन,เบรเมิน,ဘရီမန်မြို့,ბრემენი,ブレーメン,不来梅,브레멘,𐌱𐍂𐌴𐌼𐌴𐌽",53.07516,8.80777,P,PPLA,DE,,03,00,04011,04011000,546501,,18,Europe/Berlin,2015-09-04
5427788,2542715,Meknès,Meknes,"MEK,Mekinez,Meknes,Meknès,mei ke nei si,mekunesu,mknas,mqns,Мекнес,מקנס,مكناس,مکناس,ⴰⵎⴽⵏⴰⵙ,メクネス,梅克内斯",33.89352,-5.54727,P,PPLA2,MA,,03,061,1306101011,,545705,,531,Africa/Casablanca,2017-02-01
5470,292672,Sharjah,Sharjah,"Al Sharjah,Ash 'Mariqah,Ash Shariqa,Ash Shariqah,Ash Shāriqa,Ash Shāriqah,Ash ’Mariqah,Ash-Shariqah emiraat,Ash-Shāriqah emiraat,Charjah,Ch·ardj·a,Gorad Shardzha,SHJ,Sardza,Sardzsa,Sarika,Sarja,Sarjo,Sarza,Schardscha,Shardza,Shardzha,Shardzha kuorat,Sharga,Sharijah,Shariqah,Sharja,Sharjah,Shārijah,Shāriqah,Shārja,Szardza,Szardża,Xarja,Xarjah,alsharqt,amart alsharqt,carja,charc ah,saraja,sarajaha,sarja,sharja,sharjh,sharuja,syaleuja,sʼrgh,xia er jia,Ŝarĵo,Şarika,Şarja,Šardža,Šardžá,Горад Шарджа,Шарджа,Шарджа куорат,Шарџа,Шарҗә,Շարժա,שארגה,إمارة الشارقة,الشارقة,شارجه,شارجہ,शारजा,शारजाह,ਸ਼ਾਰਜਾ,சார்ஜா,షార్జా,ಶಾರ್ಜ,ഷാർജ,ชาร์จาห์,შარჯა,シャールジャ,夏尔迦,샤르자",25.33737,55.41206,P,PPLA,AE,,06,,,,543733,,6,Asia/Dubai,2013-03-05
8976618,1670029,Banqiao,Banqiao,"Banchiao,Banciao,Banciao District,Banqiao,Banqiao District,Fang-ch'iao,Fang-ch’iao,Pan-ch'iao,Pan-ch’iao,San-kuang,San-kuang-li,ban qiao,ban qiao qu,fang qiao,板橋,板橋區,枋橋",25.01427,121.46719,P,PPLA2,TW,,03,TPQ,F14,,543342,,12,Asia/Taipei,2017-09-29
7501400,1166000,Sargodha,Sargodha,"SGI,Sargoda,Sargodha,Sargodkha,sa ge da,saleugoda,saragodha,sarugoda,srgwdha,Саргода,Саргодха,سرگودها,سرگودھا,सरगोढा,ਸਰਗੋਧਾ,サルゴーダー,萨戈达,사르고다",32.08586,72.67418,P,PPLA2,PK,,04,,,,542603,,193,Asia/Karachi,2018-01-09
1275239,2389853,Bangui,Bangui,"BGF,Bangi,Bangis,Bangui,Mpan'nkoui,ban ji,bang-gi,bangi,bangwyy,Μπανγκουί,Банги,Бангі,בנגואי,بانگوئی,ባንጊ,バンギ,班基,방기",4.36122,18.55496,P,PPLC,CF,,18,7731897,,,542393,,351,Africa/Bangui,2016-06-22
